timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,pressure,altitude
1772651153180,0.229843,-0.371101,9.737218,-0.002131,-0.025034,-0.003728,-21.06,-20.46,-30.12,,
1772651153190,0.287304,-0.378284,9.775525,0.000533,-0.025566,0.001598,-20.70,-20.34,-29.34,,
1772651153199,0.320823,-0.306458,9.866506,0.007457,-0.007989,0.005326,-20.94,-20.40,-29.64,,
1772651153209,0.282516,-0.093374,9.842564,0.011718,0.033023,0.005859,-20.70,-20.04,-30.24,,
1772651153219,0.210690,-0.004788,9.809045,0.010120,0.023968,0.001065,-20.64,-19.98,-31.02,,
1772651153231,0.213084,0.011971,9.770737,0.000000,0.003728,-0.002663,-20.64,-19.86,-31.26,,
1772651153240,0.196325,-0.052672,9.830592,-0.006924,-0.012783,-0.005326,-20.34,-19.32,-31.44,,
1772651153249,0.246603,-0.282516,9.832987,-0.012251,-0.017044,-0.002663,-21.00,-19.62,-31.50,,
1772651153259,0.263362,-0.344765,9.777920,-0.008522,-0.007989,0.002663,-21.36,-19.50,-31.74,,
1772651153269,0.229843,-0.347159,9.780313,-0.002663,0.004261,0.006392,-21.48,-20.16,-31.20,,
1772651153280,0.184354,-0.332794,9.792285,0.004261,0.019175,0.007457,-21.72,-20.22,-30.00,,
1772651153289,0.134075,-0.287304,9.787497,0.007989,0.023968,0.005326,-21.66,-19.68,-29.28,,
1772651153299,0.126893,-0.210690,9.749189,0.001065,-0.007989,-0.003728,-21.30,-19.62,-28.92,,
1772651153309,0.208296,-0.239420,9.780313,-0.002663,-0.025566,-0.005326,-21.42,-19.68,-29.88,,
1772651153319,0.294487,-0.275333,9.813833,-0.002131,-0.030893,-0.004261,-21.42,-20.22,-30.84,,
1772651153329,0.347159,-0.301669,9.856929,0.000000,-0.015979,-0.001065,-21.06,-20.16,-31.32,,
1772651153340,0.375890,-0.260968,9.878476,0.004261,0.005859,0.002663,-21.90,-20.16,-31.26,,
1772651153349,0.253785,-0.114922,9.828198,0.009055,0.028230,0.006392,-21.18,-19.80,-30.78,,
1772651153359,0.184354,-0.052672,9.797073,0.005859,0.021838,0.003196,-21.54,-19.92,-30.24,,
1772651153369,0.107739,-0.102951,9.787497,-0.006392,-0.004794,-0.003728,-20.46,-20.04,-29.76,,
1772651153380,0.134075,-0.191536,9.770737,-0.011185,-0.019175,-0.004794,-20.88,-20.34,-29.28,,
1772651153390,0.193930,-0.294487,9.763555,-0.011185,-0.026099,-0.003196,-21.00,-20.34,-29.52,,
1772651153399,0.232238,-0.366313,9.777920,-0.007457,-0.019707,-0.000533,-21.06,-20.16,-30.00,,
1772651153409,0.253785,-0.363919,9.811439,0.004794,0.009587,0.005859,-21.06,-19.74,-31.08,,
1772651153419,0.241814,-0.282516,9.811439,0.009055,0.017577,0.005326,-20.82,-20.10,-31.38,,
1772651153430,0.210690,-0.222661,9.787497,0.009055,0.014381,0.003728,-21.18,-19.86,-30.84,,
1772651153440,0.210690,-0.174777,9.787497,0.004794,0.002663,-0.001598,-21.18,-19.98,-31.02,,
1772651153449,0.253785,-0.198719,9.806650,-0.002131,-0.013848,-0.004794,-20.94,-19.98,-30.84,,
1772651153459,0.294487,-0.213084,9.849746,-0.000533,-0.011718,-0.002131,-21.42,-20.16,-31.08,,
1772651153469,0.292093,-0.232238,9.797073,0.000533,-0.001598,0.000000,-21.30,-19.92,-30.90,,
1772651153483,0.275333,-0.201113,9.830592,0.001598,0.007989,0.003728,-21.36,-19.68,-31.08,,
1772651153489,0.158017,-0.148441,9.809045,0.003728,0.018642,0.005326,-21.12,-19.50,-31.32,,
1772651153499,0.112527,-0.112527,9.787497,-0.001065,0.009055,0.003196,-21.00,-19.44,-31.56,,
1772651153522,0.112527,-0.112527,9.787497,-0.001065,0.009055,0.003196,-21.00,-19.44,-31.56,,
1772651153529,0.220267,-0.289698,9.773131,-0.009055,-0.026632,-0.003196,-20.40,-18.96,-31.08,,
1772651153539,0.287304,-0.344765,9.806650,-0.005859,-0.020773,-0.000533,-20.16,-18.96,-30.78,,
1772651153549,0.308852,-0.344765,9.801862,0.002663,0.007457,0.004794,-20.70,-19.26,-29.88,,
1772651153559,0.287304,-0.289698,9.849746,0.007457,0.020773,0.003728,-20.82,-19.50,-29.22,,
1772651153569,0.201113,-0.155623,9.825804,0.008522,0.017044,0.001065,-21.12,-19.62,-28.32,,
1772651153582,0.169988,-0.126893,9.794679,0.003728,0.005859,-0.002663,-21.06,-19.74,-27.96,,
1772651153589,0.169988,-0.131681,9.782708,-0.000533,-0.004261,-0.004794,-21.60,-19.68,-28.14,,
1772651153599,0.196325,-0.186748,9.787497,-0.003196,-0.013316,-0.005326,-22.02,-19.74,-28.44,,
1772651153609,0.237026,-0.241814,9.813833,-0.003196,-0.004794,0.003196,-21.78,-19.32,-28.68,,
1772651153619,0.229843,-0.234632,9.804255,-0.001065,0.004794,0.004261,-21.84,-19.74,-28.68,,
1772651153631,0.201113,-0.203507,9.792285,0.001065,0.010653,0.005859,-21.90,-20.16,-28.68,,
1772651153639,0.181959,-0.181959,9.797073,0.001598,0.011718,0.003196,-21.90,-20.22,-28.14,,
1772651153649,0.215478,-0.217872,9.789890,-0.002663,-0.007989,-0.003196,-21.36,-19.62,-29.04,,
1772651153659,0.246603,-0.268151,9.787497,-0.005326,-0.014381,-0.003728,-21.48,-19.86,-28.98,,
1772651153669,0.294487,-0.323217,9.823410,-0.004794,-0.015446,-0.002663,-21.42,-20.04,-29.28,,
1772651153682,0.313640,-0.342371,9.821015,0.000000,-0.006924,-0.001065,-21.66,-20.16,-29.34,,
1772651153689,0.244209,-0.268151,9.794679,0.007989,0.014381,0.004261,-21.36,-19.74,-28.98,,
1772651153699,0.196325,-0.186748,9.809045,0.009587,0.020773,0.004261,-21.00,-19.50,-28.92,,
1772651153709,0.148441,-0.136469,9.787497,0.007989,0.018642,0.002131,-20.82,-19.32,-28.86,,
1772651153719,0.122104,-0.107739,9.785102,0.002663,0.007989,-0.001598,-20.94,-19.56,-29.16,,
1772651153732,0.134075,-0.110133,9.780313,-0.002131,-0.005859,-0.001598,-21.00,-19.74,-28.80,,
1772651153739,0.241814,-0.227449,9.809045,-0.007457,-0.021838,-0.002663,-21.06,-19.98,-28.86,,
1772651153749,0.284910,-0.272939,9.811439,-0.005859,-0.015979,0.001065,-20.88,-20.28,-28.98,,
1772651153759,0.299275,-0.280122,9.825804,-0.002663,-0.003196,0.005859,-20.58,-20.34,-29.28,,
1772651153769,0.246603,-0.232238,9.799467,0.003196,0.014914,0.004261,-21.06,-20.70,-30.72,,
1772651153784,0.208296,-0.208296,9.799467,0.001598,0.013316,0.001065,-20.88,-20.34,-31.08,,
1772651153789,0.201113,-0.198719,9.785102,0.001598,0.003196,-0.003728,-21.18,-20.16,-30.84,,
